stove_id,sales_reference,sales_orders
101052907,TR-E14406,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-12""}"
101052766,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052811,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052813,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052840,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052767,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052794,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052800,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052775,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052765,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052850,TR-F89E19,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101024448,TR-26660A,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-25""}"
101074861,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073191,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074840,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071960,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071933,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073189,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074693,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074694,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075006,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071938,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074699,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073133,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075048,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073021,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071994,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075059,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074883,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074689,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071952,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073024,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071995,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071927,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073128,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073033,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075055,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071936,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074838,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071949,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075050,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073180,TR-DDF217,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074864,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074854,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074852,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071964,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071986,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074688,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073020,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073143,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074871,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071924,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075049,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073029,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074511,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075013,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074886,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074654,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074691,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071959,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071902,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075047,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074687,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071872,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075051,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073126,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074862,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071923,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074841,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074685,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074683,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071944,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074853,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074847,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074884,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071962,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074507,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075058,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074517,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074850,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074512,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073027,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074837,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073040,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073042,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074873,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074857,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071931,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101075057,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101074698,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101073044,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101071940,TR-FE429A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-04""}"
101052805,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052771,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052806,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052812,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052801,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052768,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052819,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052804,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052802,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101052847,TR-A05073,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-29""}"
101073292,TR-879B68,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-08-29""}"
101073284,TR-879B68,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-08-29""}"
101071564,TR-879B68,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-08-29""}"
101071566,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101073061,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071784,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071688,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071573,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071563,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071581,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071582,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071561,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071567,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101073294,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101073286,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071775,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071568,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101073261,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101073257,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071780,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101073285,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101071699,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101073066,TR-092CE3,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-28""}"
101025735,TR-AC4C35,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-25""}"
101024140,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062746,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062760,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062722,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062739,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062730,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062748,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062788,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062724,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062732,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062795,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062794,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101062786,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101071541,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101071552,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101071523,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101071516,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101071538,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101071504,TR-FDE67F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-07-09""}"
101043395,TR-C85C4F,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043437,TR-C85C4F,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043117,TR-C85C4F,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043018,TR-C85C4F,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043153,TR-C85C4F,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043024,TR-C85C4F,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043303,TR-C85C4F,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043021,TR-115F96,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043091,TR-115F96,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043100,TR-115F96,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043039,TR-115F96,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043072,TR-115F96,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043195,TR-B5E703,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043095,TR-B5E703,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101043097,TR-71B797,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-17""}"
101042889,TR-805043,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-18""}"
101043495,TR-805043,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-18""}"
101043432,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043130,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043115,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043343,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043179,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043479,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043026,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043344,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043435,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043113,TR-572C0D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-19""}"
101043150,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043019,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043488,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043308,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043402,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043346,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043401,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043496,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043364,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043029,TR-C7531B,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-21""}"
101043114,TR-D0FE2E,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-23""}"
101043075,TR-0BEA38,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-24""}"
101043090,TR-0BEA38,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-24""}"
101043128,TR-0BEA38,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-24""}"
101043148,TR-0BEA38,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-24""}"
101043176,TR-0BEA38,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-24""}"
101042555,TR-E8BC50,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-07-29""}"
101052515,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052529,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052528,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052600,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052535,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052599,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052503,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052575,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052589,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052598,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052610,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052568,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052593,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052597,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052538,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052513,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052573,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052611,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052609,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101049313,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101049314,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052567,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052587,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052574,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052591,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052576,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052506,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052509,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101052569,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101017813,TR-0A9462,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-07-10""}"
101072472,TR-861C80,"{""factories"": {""factory_location"": ""Asaba""}, ""sales_date"": ""2025-09-25""}"
101072466,TR-861C80,"{""factories"": {""factory_location"": ""Asaba""}, ""sales_date"": ""2025-09-25""}"
101075867,TR-C7EB05,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-26""}"
101075865,TR-C7EB05,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-26""}"
101075869,TR-C7EB05,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-26""}"
101075673,TR-C7EB05,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-26""}"
101075870,TR-C7EB05,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-08-26""}"
101072419,TR-861C80,"{""factories"": {""factory_location"": ""Asaba""}, ""sales_date"": ""2025-09-25""}"
101072473,TR-861C80,"{""factories"": {""factory_location"": ""Asaba""}, ""sales_date"": ""2025-09-25""}"
101072460,TR-861C80,"{""factories"": {""factory_location"": ""Asaba""}, ""sales_date"": ""2025-09-25""}"
101075447,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101075500,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101075449,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101075497,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101075434,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101075489,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101075477,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101075401,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101076966,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101076934,TR-058214,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-28""}"
101072489,TR-861C80,"{""factories"": {""factory_location"": ""Asaba""}, ""sales_date"": ""2025-09-25""}"
101075492,TR-F09C25,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-29""}"
101075429,TR-F09C25,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-29""}"
101075448,TR-F09C25,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-29""}"
101075409,TR-F09C25,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-29""}"
101075454,TR-F09C25,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-29""}"
101075496,TR-F09C25,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-29""}"
101075408,TR-F09C25,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-29""}"
101076969,TR-F09C25,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-08-29""}"
